tab	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
Yiming Zhang	This study		0.5	257.4	28.7	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-23 12:28:03	1.43e-07	6.819999999999999e-10	6.69e-10	9.18e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-163	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	163	AX10-1a	u	0	2.9999999999999997e-05	0.0	-90.0	3	473
Yiming Zhang	This study		0.7	259.8	30.0	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-24 13:24:56	1.44e-07	4.6199999999999996e-10	1.09e-09	1.24e-09	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-164	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	164	AX10-1a	u	0	0.0	0.0	-90.0	4	473
Yiming Zhang	This study		0.7	260.5	29.9	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-25 13:51:26	1.37e-07	2.76e-10	1.0800000000000002e-09	1.2e-09	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-165	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	165	AX10-1a	u	0	0.0	0.0	-90.0	5	573
Yiming Zhang	This study		0.6	265.4	29.2	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-26 12:29:56	1.36e-07	4.4100000000000003e-10	7.240000000000001e-10	1.25e-09	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-166	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	166	AX10-1a	u	0	2.9999999999999997e-05	0.0	-90.0	6	373
Yiming Zhang	This study		0.6	260.9	27.4	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-26 16:26:27	1.33e-07	4.61e-10	7.000000000000001e-10	1.21e-09	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-167	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	167	AX10-1a	u	0	2.9999999999999997e-05	0.0	-90.0	7	573
Yiming Zhang	This study		0.6	258.1	24.5	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-27 14:03:05	1.2e-07	6.370000000000001e-10	5.81e-10	1.01e-09	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-168	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	168	AX10-1a	u	0	2.9999999999999997e-05	0.0	-90.0	8	673
Yiming Zhang	This study		0.6	260.2	28.8	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-28 14:02:29	1.23e-07	6.46e-10	5.36e-10	1.06e-09	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-169	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	169	AX10-1a	u	0	0.0	0.0	-90.0	9	673
Yiming Zhang	This study		0.6	259.4	29.1	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-29 12:36:47	1.2099999999999998e-07	3.3799999999999997e-10	6.809999999999999e-10	9.919999999999999e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-170	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	170	AX10-1a	u	0	0.0	0.0	-90.0	10	698
Yiming Zhang	This study		0.5	256.8	26.2	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-29 16:43:10	1.1800000000000001e-07	4.3700000000000004e-10	4.4499999999999996e-10	7.93e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-171	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	171	AX10-1a	u	0	2.9999999999999997e-05	0.0	-90.0	11	573
Yiming Zhang	This study		0.5	259.8	23.3	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-30 12:35:04	1.15e-07	2.16e-10	4.75e-10	8.96e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-172	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	172	AX10-1a	u	0	2.9999999999999997e-05	0.0	-90.0	12	698
Yiming Zhang	This study		0.7	260.4	20.3	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-30 17:45:10	1.08e-07	9.130000000000001e-10	3.36e-10	8.19e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-173	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	173	AX10-1a	u	0	2.9999999999999997e-05	0.0	-90.0	13	723
Yiming Zhang	This study		0.5	261.3	27.1	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-31 18:52:49	1.13e-07	3.48e-10	3.03e-10	9.61e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-174	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	174	AX10-1a	u	0	0.0	0.0	-90.0	14	723
Yiming Zhang	This study		0.5	263.5	27.7	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-01 11:35:33	1.1e-07	2.25e-10	1.9099999999999999e-10	8.790000000000001e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-175	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	175	AX10-1a	u	0	0.0	0.0	-90.0	15	748
Yiming Zhang	This study		0.5	262.4	20.2	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-01 15:17:11	1.04e-07	1.06e-10	1.6899999999999999e-10	8.569999999999999e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-176	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	176	AX10-1a	u	0	2.9999999999999997e-05	0.0	-90.0	16	698
Yiming Zhang	This study		0.5	257.8	12.6	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-02 10:41:16	9.869999999999999e-08	1.5e-10	2.73e-10	8.500000000000001e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-177	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	177	AX10-1a	u	0	2.9999999999999997e-05	0.0	-90.0	17	748
Yiming Zhang	This study		0.7	254.1	7.4	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-02 14:59:44	9.18e-08	8.41e-10	4.53e-10	7.030000000000001e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-178	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	178	AX10-1a	u	0	2.9999999999999997e-05	0.0	-90.0	18	773
Yiming Zhang	This study		0.6	260.7	27.5	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-03 12:37:36	1.0199999999999999e-07	9.66e-10	4.7e-10	7.870000000000001e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-179	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	179	AX10-1a	u	0	0.0	0.0	-90.0	19	773
Yiming Zhang	This study		0.5	258.5	28.3	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-03 17:01:26	9.95e-08	4.94e-10	2.03e-10	7.9e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-180	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	180	AX10-1a	u	0	0.0	0.0	-90.0	20	793
Yiming Zhang	This study		0.6	257.0	7.9	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-14 13:11:01	9.009999999999999e-08	4.14e-10	2.06e-10	8.28e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-181	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	181	AX10-1a	u	0	2.9999999999999997e-05	0.0	-90.0	21	748
Yiming Zhang	This study		0.5	261.7	1.4	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-18 12:12:59	8.54e-08	1.37e-10	5.44e-10	7.02e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-182	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	182	AX10-1a	u	0	2.9999999999999997e-05	0.0	-90.0	22	793
Yiming Zhang	This study		0.5	254.3	-1.4	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-18 16:04:01	8.43e-08	2.2700000000000002e-10	4.07e-10	6.64e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-183	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	183	AX10-1a	u	0	2.9999999999999997e-05	0.0	-90.0	23	803
Yiming Zhang	This study		0.5	257.2	26.6	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-19 12:20:13	9.19e-08	1.88e-10	3.34e-10	7.84e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-184	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	184	AX10-1a	u	0	0.0	0.0	-90.0	24	803
Yiming Zhang	This study		0.5	257.3	27.1	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-19 15:50:22	8.64e-08	1.8599999999999998e-10	2.29e-10	7.389999999999999e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-185	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	185	AX10-1a	u	0	0.0	0.0	-90.0	25	813
Yiming Zhang	This study		0.5	262.4	-1.9	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-20 12:26:09	7.9e-08	2.4500000000000003e-10	1.64e-10	6.360000000000001e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-186	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	186	AX10-1a	u	0	2.9999999999999997e-05	0.0	-90.0	26	793
Yiming Zhang	This study		0.5	256.5	-7.3	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-20 16:26:40	7.7e-08	2.4500000000000003e-10	2.87e-10	6.08e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-187	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	187	AX10-1a	u	0	2.9999999999999997e-05	0.0	-90.0	27	813
Yiming Zhang	This study		0.8	258.7	-14.1	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-21 10:23:46	7.27e-08	7.54e-10	5.03e-10	5.46e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-188	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	188	AX10-1a	u	0	2.9999999999999997e-05	0.0	-90.0	28	823
Yiming Zhang	This study		0.7	258.0	26.4	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-21 13:52:39	7.79e-08	7.21e-10	3.8199999999999997e-10	6.660000000000001e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-189	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	189	AX10-1a	u	0	0.0	0.0	-90.0	29	823
Yiming Zhang	This study		0.7	249.5	26.9	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-21 17:27:01	7.52e-08	6.38e-10	3.76e-10	6.900000000000001e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-190	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	190	AX10-1a	u	0	0.0	0.0	-90.0	30	828
Yiming Zhang	This study		0.7	253.3	-12.2	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-22 12:25:38	6.99e-08	6.819999999999999e-10	4.1000000000000003e-10	5.269999999999999e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-191	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	191	AX10-1a	u	0	2.9999999999999997e-05	0.0	-90.0	31	813
Yiming Zhang	This study		0.8	254.5	-17.6	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-23 09:33:52	7.12e-08	6.96e-10	5.539999999999999e-10	5.34e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-192	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	192	AX10-1a	u	0	2.9999999999999997e-05	0.0	-90.0	32	828
Yiming Zhang	This study		0.6	256.4	-26.3	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-23 13:53:34	6.76e-08	4.91e-10	2.39e-10	4.63e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-193	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	193	AX10-1a	u	0	2.9999999999999997e-05	0.0	-90.0	33	833
Yiming Zhang	This study		0.4	257.9	26.2	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-24 08:49:14	6.37e-08	2.47e-10	9.5e-11	3.9699999999999997e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-194	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	194	AX10-1a	u	0	0.0	0.0	-90.0	34	833
Yiming Zhang	This study		0.5	255.3	26.4	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-24 12:38:04	6.34e-08	1.93e-10	1.21e-10	5.52e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-195	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	195	AX10-1a	u	0	0.0	0.0	-90.0	35	835
Yiming Zhang	This study		0.6	254.7	-26.3	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-24 16:34:13	6.530000000000001e-08	4.5600000000000003e-10	2.51e-10	4.63e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-196	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	196	AX10-1a	u	0	2.9999999999999997e-05	0.0	-90.0	36	828
Yiming Zhang	This study		0.6	255.3	-35.7	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-25 12:21:37	6.559999999999999e-08	4.76e-10	2.93e-10	4.19e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-197	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	197	AX10-1a	u	0	2.9999999999999997e-05	0.0	-90.0	37	835
Yiming Zhang	This study		0.8	256.9	-43.2	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-25 16:17:38	6.54e-08	7.02e-10	5.83e-10	3.76e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-198	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	198	AX10-1a	u	0	2.9999999999999997e-05	0.0	-90.0	38	837
Yiming Zhang	This study		0.8	256.4	26.4	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-26 14:12:54	4.87e-08	6.2e-10	3.31e-10	2.88e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-199	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	199	AX10-1a	u	0	0.0	0.0	-90.0	39	837
Yiming Zhang	This study		0.9	255.6	26.4	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-26 17:28:33	4.8399999999999997e-08	7.149999999999999e-10	3.65e-10	2.84e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-200	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	200	AX10-1a	u	0	0.0	0.0	-90.0	40	839
Yiming Zhang	This study		0.9	255.8	-44.1	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-27 10:38:08	6.27e-08	6.660000000000001e-10	6.090000000000001e-10	3.83e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-201	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	201	AX10-1a	u	0	2.9999999999999997e-05	0.0	-90.0	41	835
Yiming Zhang	This study		0.7	247.6	-56.8	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-27 14:24:19	6.39e-08	6.74e-10	3.3300000000000004e-10	3.1800000000000004e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-202	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	202	AX10-1a	u	0	2.9999999999999997e-05	0.0	-90.0	42	839
Yiming Zhang	This study		0.7	243.7	-77.2	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-28 10:41:55	8.07e-08	8.04e-10	4.880000000000001e-10	1.95e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-203	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	203	AX10-1a	u	0	2.9999999999999997e-05	0.0	-90.0	43	843
Yiming Zhang	This study		1.1	254.7	20.8	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-28 16:51:30	1.54e-08	3.1600000000000005e-10	1.49e-10	1.1e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-204	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	204	AX10-1a	u	0	0.0	0.0	-90.0	44	843
Yiming Zhang	This study		1.0	256.3	26.0	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-29 10:23:48	1.18e-08	2.3199999999999997e-10	1.12e-10	7.74e-11	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-205	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	205	AX10-1a	u	0	0.0	0.0	-90.0	45	848
Yiming Zhang	This study		0.6	237.7	-79.6	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-29 14:00:18	7.54e-08	6.940000000000001e-10	4.2500000000000003e-10	2.36e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-206	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	206	AX10-1a	u	0	2.9999999999999997e-05	0.0	-90.0	46	839
Yiming Zhang	This study		0.6	244.3	-82.1	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-30 10:36:07	8.68e-08	7.149999999999999e-10	4.59e-10	2.0400000000000002e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-207	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	207	AX10-1a	u	0	2.9999999999999997e-05	0.0	-90.0	47	848
Yiming Zhang	This study		0.5	240.6	-82.9	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-30 14:29:32	9.07e-08	7.07e-10	4.81e-10	1.79e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-208	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	208	AX10-1a	u	0	2.9999999999999997e-05	0.0	-90.0	48	853
Yiming Zhang	This study		1.2	254.3	14.8	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-31 10:23:06	5.8499999999999994e-09	1.37e-10	5.4200000000000004e-11	4.3299999999999995e-11	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-209	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	209	AX10-1a	u	0	0.0	0.0	-90.0	49	853
Yiming Zhang	This study		1.0	251.1	27.5	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-31 13:57:21	4.39e-09	8.94e-11	3.29e-11	2.99e-11	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-210	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	210	AX10-1a	u	0	0.0	0.0	-90.0	50	858
Yiming Zhang	This study		0.5	209.2	-85.0	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-31 17:43:51	9.16e-08	6.18e-10	4.24e-10	1.48e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-211	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	211	AX10-1a	u	0	2.9999999999999997e-05	0.0	-90.0	51	848
Yiming Zhang	This study		0.5	204.4	-85.3	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-02-01 12:35:08	9.5e-08	5.95e-10	4.83e-10	1.32e-10	4	273	AX10-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-212	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	212	AX10-1a	u	0	2.9999999999999997e-05	0.0	-90.0	52	858
Yiming Zhang	This study		0.4	109.6	85.3	AX11-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-20 12:09:55	4.5899999999999997e-07	2.43e-09	1.6699999999999998e-09	1.8e-09	4	273	AX11-1a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-213	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	213	AX11-1a	u	0	0.0	0.0	-90.0	0	273
