tab 	samples
analysts	azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	citations	dip	geologic_classes	geologic_types	height	lat	lithologies	lon	method_codes	result_quality	result_type	sample	site
Yiming Zhang	320.9	0	0	90	This study	-86	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD4-6	BD4
Yiming Zhang	323.1	0	0	90	This study	-80	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD4-7	BD4
Yiming Zhang	325.7	0	0	90	This study	-74	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD4-8	BD4
Yiming Zhang	302.5	0	0	90	This study	-63	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD5-1	BD5
Yiming Zhang	308.4	0	0	90	This study	-51	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD5-2	BD5
Yiming Zhang	294.4	0	0	90	This study	-57	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD5-3	BD5
Yiming Zhang	293.9	0	0	90	This study	-59	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD5-4	BD5
Yiming Zhang	285.3	0	0	90	This study	-84	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD5-5	BD5
Yiming Zhang	290.2	0	0	90	This study	-59	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD5-6	BD5
Yiming Zhang	292.7	0	0	90	This study	-60	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD5-7	BD5
Yiming Zhang	273.5	0	0	90	This study	-76	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD5-8	BD5
Yiming Zhang	313.1	0	0	90	This study	-82	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD6-1	BD6
Yiming Zhang	317.1	0	0	90	This study	-87	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD6-2	BD6
Yiming Zhang	312.1	0	0	90	This study	-91	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD6-3	BD6
Yiming Zhang	315.1	0	0	90	This study	-87	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD6-4	BD6
Yiming Zhang	324.1	0	0	90	This study	-68	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD6-5	BD6
Yiming Zhang	316.1	0	0	90	This study	-62	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD6-6	BD6
Yiming Zhang	264.1	0	0	90	This study	-50	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD6-7	BD6
Yiming Zhang	255.1	0	0	90	This study	-46	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD6-8	BD6
Yiming Zhang	255.1	0	0	90	This study	-43	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD6-9	BD6
Yiming Zhang	299.1	0	0	90	This study	-87	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD7-1	BD7
Yiming Zhang	301.1	0	0	90	This study	-89	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD7-2	BD7
Yiming Zhang	291.1	0	0	90	This study	-88	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD7-3	BD7
Yiming Zhang	294.1	0	0	90	This study	-90	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD7-4	BD7
Yiming Zhang	295.1	0	0	90	This study	-90	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD7-5	BD7
Yiming Zhang	295.1	0	0	90	This study	-90	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD7-6	BD7
Yiming Zhang	288.8	0	0	90	This study	-67	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD7-7	BD7
Yiming Zhang	329.6	0	0	90	This study	-56	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD8-1	BD8
Yiming Zhang	327.1	0	0	90	This study	-61	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD8-2	BD8
Yiming Zhang	309.7	0	0	90	This study	-63	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD8-3	BD8
Yiming Zhang	318.9	0	0	90	This study	-19	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD8-4	BD8
Yiming Zhang	315.6	0	0	90	This study	-38	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD8-5	BD8
Yiming Zhang	303.9	0	0	90	This study	-66	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD8-6	BD8
Yiming Zhang	311.2	0	0	90	This study	-58	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD8-7	BD8
Yiming Zhang	307.2	0	0	90	This study	-55	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD8-8	BD8
Yiming Zhang	307.3	0	0	90	This study	-48	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD8-9	BD8
Yiming Zhang	308	0	0	90	This study	-33	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD8-10	BD8
Yiming Zhang	13.7	0	0	90	This study	-46	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD9-1	BD9
Yiming Zhang	20.6	0	0	90	This study	-41	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD9-2	BD9
Yiming Zhang	5.6	0	0	90	This study	-37	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD9-3	BD9
Yiming Zhang	351.5	0	0	90	This study	-46	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD9-4	BD9
Yiming Zhang	304.1	0	0	90	This study	-72	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD9-5	BD9
Yiming Zhang	290.5	0	0	90	This study	-72	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD9-6	BD9
Yiming Zhang	284.8	0	0	90	This study	-70	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD9-7	BD9
Yiming Zhang	281.8	0	0	90	This study	-51	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD9-8	BD9
Yiming Zhang	4.2	0	0	90	This study	-37	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD10-1	BD10
Yiming Zhang	10.2	0	0	90	This study	-46	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD10-2	BD10
Yiming Zhang	27	0	0	90	This study	-52	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD10-3	BD10
Yiming Zhang	2.2	0	0	90	This study	-70	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD10-4	BD10
Yiming Zhang	322.8	0	0	90	This study	-46	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD10-5	BD10
Yiming Zhang	300.4	0	0	90	This study	-12	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD10-6	BD10
Yiming Zhang	356.1	0	0	90	This study	-79	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD10-7	BD10
Yiming Zhang	0.3	0	0	90	This study	-80	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD10-8	BD10
Yiming Zhang	18.2	0	0	90	This study	-70	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD10-9	BD10
Yiming Zhang	27.2	0	0	90	This study	-72	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD10-10	BD10
Yiming Zhang	310.3	0	0	90	This study	-84	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD11-1	BD11
Yiming Zhang	310.3	0	0	90	This study	-74	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD11-2	BD11
Yiming Zhang	349.3	0	0	90	This study	-78	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD11-3	BD11
Yiming Zhang	349.3	0	0	90	This study	-72	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD11-4	BD11
Yiming Zhang	295.3	0	0	90	This study	-75	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD11-5	BD11
Yiming Zhang	295.3	0	0	90	This study	-78	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD11-6	BD11
Yiming Zhang	296.3	0	0	90	This study	-72	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD11-7	BD11
Yiming Zhang	292.3	0	0	90	This study	-66	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD11-8	BD11
Yiming Zhang	154.4	0	0	90	This study	-25	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD12-1	BD12
Yiming Zhang	150.4	0	0	90	This study	-29	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD12-2	BD12
Yiming Zhang	144.4	0	0	90	This study	-24	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD12-3	BD12
Yiming Zhang	135.4	0	0	90	This study	-24	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD12-4	BD12
Yiming Zhang	122.4	0	0	90	This study	-26	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD12-5	BD12
Yiming Zhang	63.4	0	0	90	This study	-19	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD12-6	BD12
Yiming Zhang	127.6	0	0	90	This study	-81	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD12-7	BD12
Yiming Zhang	137.4	0	0	90	This study	-66	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD12-8	BD12
Yiming Zhang	279.8	0	0	90	This study	-83	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD13-1	BD13
Yiming Zhang	277.9	0	0	90	This study	-78	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD13-2	BD13
Yiming Zhang	279.5	0	0	90	This study	-81	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD13-3	BD13
Yiming Zhang	280.3	0	0	90	This study	-90	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD13-4	BD13
Yiming Zhang	275.5	0	0	90	This study	-92	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD13-5	BD13
Yiming Zhang	283.7	0	0	90	This study	-82	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD13-6	BD13
Yiming Zhang	272.9	0	0	90	This study	-89	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD13-7	BD13
Yiming Zhang	285.8	0	0	90	This study	-79	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD13-8	BD13
Yiming Zhang	268.7	0	0	90	This study	-67	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD14-1	BD14
Yiming Zhang	236.7	0	0	90	This study	-72	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD14-2	BD14
Yiming Zhang	333.7	0	0	90	This study	-78	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD14-3	BD14
Yiming Zhang	307.7	0	0	90	This study	-85	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD14-4	BD14
Yiming Zhang	252.2	0	0	90	This study	-47	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD14-5	BD14
Yiming Zhang	251.5	0	0	90	This study	-50	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD14-6	BD14
Yiming Zhang	270.8	0	0	90	This study	-65	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD14-7	BD14
Yiming Zhang	220.7	0	0	90	This study	-52	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD14-8	BD14
Yiming Zhang	249.7	0	0	90	This study	-81	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD15-1	BD15
Yiming Zhang	242.7	0	0	90	This study	-85	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD15-2	BD15
Yiming Zhang	244.7	0	0	90	This study	-63	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD15-3	BD15
Yiming Zhang	206.7	0	0	90	This study	-72	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD15-4	BD15
Yiming Zhang	204.7	0	0	90	This study	-72	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD15-5	BD15
Yiming Zhang	206.7	0	0	90	This study	-70	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD15-6	BD15
Yiming Zhang	204.7	0	0	90	This study	-70	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD15-7	BD15
Yiming Zhang	205.7	0	0	90	This study	-73	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD15-8	BD15
Yiming Zhang	350.8	0	0	90	This study	-78	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD16-1	BD16
Yiming Zhang	6.8	0	0	90	This study	-78	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD16-2	BD16
Yiming Zhang	193.8	0	0	90	This study	-14	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD16-3	BD16
Yiming Zhang	180.8	0	0	90	This study	-11	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD16-4	BD16
Yiming Zhang	321.8	0	0	90	This study	-20	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD16-5	BD16
Yiming Zhang	328.8	0	0	90	This study	-20	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD16-6	BD16
Yiming Zhang	135.8	0	0	90	This study	-68	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD16-7	BD16
Yiming Zhang	137.8	0	0	90	This study	-68	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD16-8	BD16
Yiming Zhang	108.2	0	0	90	This study	-74	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD17-1	BD17
Yiming Zhang	106.2	0	0	90	This study	-74	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD17-2	BD17
Yiming Zhang	125.2	0	0	90	This study	-66	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD17-3	BD17
Yiming Zhang	123.2	0	0	90	This study	-67	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD17-4	BD17
Yiming Zhang	126.2	0	0	90	This study	-60	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD17-5	BD17
Yiming Zhang	126.2	0	0	90	This study	-61	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD17-6	BD17
Yiming Zhang	116.2	0	0	90	This study	-60	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD17-7	BD17
Yiming Zhang	118.2	0	0	90	This study	-64	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD17-8	BD17
Yiming Zhang	341.1	0	12.9	128.7	This study	-93	Intrusive:Igneous	Not Specified	0	47.2005	Anorthosite	268.6206	SO-CMD-NORTH	g	i	AX1-1	AX1
Yiming Zhang	12.1	0	12.9	128.7	This study	-82	Intrusive:Igneous	Not Specified	0	47.2005	Anorthosite	268.6206	SO-CMD-NORTH	g	i	AX1-2	AX1
Yiming Zhang	8.1	0	12.9	128.7	This study	-84	Intrusive:Igneous	Not Specified	0	47.2005	Anorthosite	268.6206	SO-CMD-NORTH	g	i	AX1-3	AX1
Yiming Zhang	7.8	0	12.9	128.7	This study	-77	Intrusive:Igneous	Not Specified	0	47.2005	Anorthosite	268.6206	SO-CMD-NORTH	g	i	AX1-4	AX1
Yiming Zhang	7.5	0	12.9	128.7	This study	-81	Intrusive:Igneous	Not Specified	0	47.2005	Anorthosite	268.6206	SO-CMD-NORTH	g	i	AX1-5	AX1
Yiming Zhang	350.5	0	12.9	128.7	This study	-90	Intrusive:Igneous	Not Specified	0	47.2005	Anorthosite	268.6206	SO-CMD-NORTH	g	i	AX1-6	AX1
Yiming Zhang	10.7	0	12.9	128.7	This study	-86	Intrusive:Igneous	Not Specified	0	47.2005	Anorthosite	268.6206	SO-CMD-NORTH	g	i	AX1-7	AX1
Yiming Zhang	34.7	0	12.9	128.7	This study	-87	Intrusive:Igneous	Not Specified	0	47.2005	Anorthosite	268.6206	SO-CMD-NORTH	g	i	AX1-8	AX1
Yiming Zhang	228.2	0	12.9	128.7	This study	-64	Intrusive:Igneous	Not Specified	0	47.1979	Anorthosite	268.6174	SO-CMD-NORTH	g	i	AX2-1	AX2
Yiming Zhang	228.2	0	12.9	128.7	This study	-64	Intrusive:Igneous	Not Specified	0	47.1979	Anorthosite	268.6174	SO-CMD-NORTH	g	i	AX2-2	AX2
Yiming Zhang	202.2	0	12.9	128.7	This study	-43	Intrusive:Igneous	Not Specified	0	47.1979	Anorthosite	268.6174	SO-CMD-NORTH	g	i	AX2-3	AX2
Yiming Zhang	278.2	0	12.9	128.7	This study	-105	Intrusive:Igneous	Not Specified	0	47.1979	Anorthosite	268.6174	SO-CMD-NORTH	g	i	AX2-4	AX2
Yiming Zhang	295.2	0	12.9	128.7	This study	-102	Intrusive:Igneous	Not Specified	0	47.1979	Anorthosite	268.6174	SO-CMD-NORTH	g	i	AX2-5	AX2
Yiming Zhang	292.2	0	12.9	128.7	This study	-91	Intrusive:Igneous	Not Specified	0	47.1979	Anorthosite	268.6174	SO-CMD-NORTH	g	i	AX2-6	AX2
Yiming Zhang	208.2	0	12.9	128.7	This study	-39	Intrusive:Igneous	Not Specified	0	47.1979	Anorthosite	268.6174	SO-CMD-NORTH	g	i	AX2-7	AX2
Yiming Zhang	212.2	0	12.9	128.7	This study	-35	Intrusive:Igneous	Not Specified	0	47.1979	Anorthosite	268.6174	SO-CMD-NORTH	g	i	AX2-8	AX2
Yiming Zhang	227.2	0	12.9	128.7	This study	-35	Intrusive:Igneous	Not Specified	0	47.1979	Anorthosite	268.6174	SO-CMD-NORTH	g	i	AX2-9	AX2
Yiming Zhang	350.7	0	13.1	145.6	This study	-63	Intrusive:Igneous	Not Specified	0	47.5845	Anorthosite	269.1442	SO-CMD-NORTH	g	i	AX3-1	AX3
Yiming Zhang	351.7	0	13.1	145.6	This study	-71	Intrusive:Igneous	Not Specified	0	47.5845	Anorthosite	269.1442	SO-CMD-NORTH	g	i	AX3-2	AX3
Yiming Zhang	339.7	0	13.1	145.6	This study	-62	Intrusive:Igneous	Not Specified	0	47.5845	Anorthosite	269.1442	SO-CMD-NORTH	g	i	AX3-3	AX3
Yiming Zhang	340.7	0	13.1	145.6	This study	-83	Intrusive:Igneous	Not Specified	0	47.5845	Anorthosite	269.1442	SO-CMD-NORTH	g	i	AX3-4	AX3
Yiming Zhang	339.7	0	13.1	145.6	This study	-53	Intrusive:Igneous	Not Specified	0	47.5845	Anorthosite	269.1442	SO-CMD-NORTH	g	i	AX3-5	AX3
Yiming Zhang	342.7	0	13.1	145.6	This study	-75	Intrusive:Igneous	Not Specified	0	47.5845	Anorthosite	269.1442	SO-CMD-NORTH	g	i	AX3-6	AX3
Yiming Zhang	341.7	0	13.1	145.6	This study	-81	Intrusive:Igneous	Not Specified	0	47.5845	Anorthosite	269.1442	SO-CMD-NORTH	g	i	AX3-7	AX3
Yiming Zhang	344.7	0	13.1	145.6	This study	-65	Intrusive:Igneous	Not Specified	0	47.5845	Anorthosite	269.1442	SO-CMD-NORTH	g	i	AX3-8	AX3
Yiming Zhang	330.7	0	13.1	145.6	This study	-67	Intrusive:Igneous	Not Specified	0	47.5845	Anorthosite	269.1442	SO-CMD-NORTH	g	i	AX3-9	AX3
Yiming Zhang	335.7	0	13.1	145.6	This study	-73	Intrusive:Igneous	Not Specified	0	47.5845	Anorthosite	269.1442	SO-CMD-NORTH	g	i	AX3-10	AX3
Yiming Zhang	316.6	0	13.1	145.6	This study	-70	Intrusive:Igneous	Not Specified	0	47.5826	Anorthosite	269.1431	SO-CMD-NORTH	g	i	AX4-1	AX4
Yiming Zhang	316.6	0	13.1	145.6	This study	-65	Intrusive:Igneous	Not Specified	0	47.5826	Anorthosite	269.1431	SO-CMD-NORTH	g	i	AX4-2	AX4
Yiming Zhang	310.2	0	13.1	145.6	This study	-66	Intrusive:Igneous	Not Specified	0	47.5826	Anorthosite	269.1431	SO-CMD-NORTH	g	i	AX4-3	AX4
Yiming Zhang	306.2	0	13.1	145.6	This study	-79	Intrusive:Igneous	Not Specified	0	47.5826	Anorthosite	269.1431	SO-CMD-NORTH	g	i	AX4-4	AX4
Yiming Zhang	319.9	0	13.1	145.6	This study	-74	Intrusive:Igneous	Not Specified	0	47.5826	Anorthosite	269.1431	SO-CMD-NORTH	g	i	AX4-5	AX4
Yiming Zhang	319.9	0	13.1	145.6	This study	-94	Intrusive:Igneous	Not Specified	0	47.5826	Anorthosite	269.1431	SO-CMD-NORTH	g	i	AX4-6	AX4
Yiming Zhang	317.1	0	13.1	145.6	This study	-95	Intrusive:Igneous	Not Specified	0	47.5826	Anorthosite	269.1431	SO-CMD-NORTH	g	i	AX4-7	AX4
Yiming Zhang	306.1	0	13.1	145.6	This study	-87	Intrusive:Igneous	Not Specified	0	47.5826	Anorthosite	269.1431	SO-CMD-NORTH	g	i	AX4-8	AX4
Yiming Zhang	64.2	0	13.1	145.6	This study	-68	Intrusive:Igneous	Not Specified	0	47.5827	Anorthosite	269.1438	SO-CMD-NORTH	g	i	AX5-1	AX5
Yiming Zhang	66.9	0	13.1	145.6	This study	-64	Intrusive:Igneous	Not Specified	0	47.5827	Anorthosite	269.1438	SO-CMD-NORTH	g	i	AX5-3	AX5
Yiming Zhang	57	0	13.1	145.6	This study	-44	Intrusive:Igneous	Not Specified	0	47.5827	Anorthosite	269.1438	SO-CMD-NORTH	g	i	AX6-1	AX6
Yiming Zhang	75.3	0	13.1	145.6	This study	-47	Intrusive:Igneous	Not Specified	0	47.5827	Anorthosite	269.1438	SO-CMD-NORTH	g	i	AX6-2	AX6
Yiming Zhang	78.4	0	13.1	145.6	This study	-64	Intrusive:Igneous	Not Specified	0	47.5827	Anorthosite	269.1438	SO-CMD-NORTH	g	i	AX6-3	AX6
Yiming Zhang	53.6	0	13.1	145.6	This study	-55	Intrusive:Igneous	Not Specified	0	47.5827	Anorthosite	269.1438	SO-CMD-NORTH	g	i	AX7-1	AX7
Yiming Zhang	46.2	0	13.1	145.6	This study	-51	Intrusive:Igneous	Not Specified	0	47.5827	Anorthosite	269.1438	SO-CMD-NORTH	g	i	AX7-2	AX7
Yiming Zhang	11.9	0	13.1	145.6	This study	-19	Intrusive:Igneous	Not Specified	0	47.5827	Anorthosite	269.1438	SO-CMD-NORTH	g	i	AX8-1	AX8
Yiming Zhang	0.1	0	13.1	145.6	This study	-17	Intrusive:Igneous	Not Specified	0	47.5827	Anorthosite	269.1438	SO-CMD-NORTH	g	i	AX8-2	AX8
Yiming Zhang	2.1	0	13.1	145.6	This study	-24	Intrusive:Igneous	Not Specified	0	47.5827	Anorthosite	269.1438	SO-CMD-NORTH	g	i	AX8-3	AX8
Yiming Zhang	2.2	0	13.1	145.6	This study	-35	Intrusive:Igneous	Not Specified	0	47.5827	Anorthosite	269.1438	SO-CMD-NORTH	g	i	AX10-1	AX10
Yiming Zhang	3.4	0	13.1	145.6	This study	-35	Intrusive:Igneous	Not Specified	0	47.5827	Anorthosite	269.1438	SO-CMD-NORTH	g	i	AX10-2	AX10
Yiming Zhang	5.4	0	13.1	145.6	This study	-37	Intrusive:Igneous	Not Specified	0	47.5827	Anorthosite	269.1438	SO-CMD-NORTH	g	i	AX10-3	AX10
Yiming Zhang	275.7	0	12.9	128.7	This study	-68	Intrusive:Igneous	Not Specified	0	47.37	Anorthosite	268.8335	SO-CMD-NORTH	g	i	AX11-1	AX11
Yiming Zhang	295.7	0	12.9	128.7	This study	-86	Intrusive:Igneous	Not Specified	0	47.37	Anorthosite	268.8335	SO-CMD-NORTH	g	i	AX11-2	AX11
Yiming Zhang	291.5	0	12.9	128.7	This study	-89	Intrusive:Igneous	Not Specified	0	47.37	Anorthosite	268.8335	SO-CMD-NORTH	g	i	AX11-4	AX11
Yiming Zhang	289.5	0	12.9	128.7	This study	-81	Intrusive:Igneous	Not Specified	0	47.37	Anorthosite	268.8335	SO-CMD-NORTH	g	i	AX11-5	AX11
Yiming Zhang	286.4	0	12.9	128.7	This study	-83	Intrusive:Igneous	Not Specified	0	47.37	Anorthosite	268.8335	SO-CMD-NORTH	g	i	AX11-6	AX11
Yiming Zhang	286.8	0	12.9	128.7	This study	-80	Intrusive:Igneous	Not Specified	0	47.37	Anorthosite	268.8335	SO-CMD-NORTH	g	i	AX11-7	AX11
Yiming Zhang	291.8	0	12.9	128.7	This study	-86	Intrusive:Igneous	Not Specified	0	47.37	Anorthosite	268.8335	SO-CMD-NORTH	g	i	AX11-8	AX11
Yiming Zhang	281.2	0	12.9	128.7	This study	-81	Intrusive:Igneous	Not Specified	0	47.37	Anorthosite	268.8335	SO-CMD-NORTH	g	i	AX11-9	AX11
Yiming Zhang	331.1	0	12.9	128.7	This study	-88	Intrusive:Igneous	Not Specified	0	47.2921	Anorthosite	268.7399	SO-CMD-NORTH	g	i	AX12-1	AX12
Yiming Zhang	322.1	0	12.9	128.7	This study	-72	Intrusive:Igneous	Not Specified	0	47.2921	Anorthosite	268.7399	SO-CMD-NORTH	g	i	AX12-2	AX12
Yiming Zhang	316.1	0	12.9	128.7	This study	-96	Intrusive:Igneous	Not Specified	0	47.2921	Anorthosite	268.7399	SO-CMD-NORTH	g	i	AX12-4	AX12
Yiming Zhang	316.1	0	12.9	128.7	This study	-94	Intrusive:Igneous	Not Specified	0	47.2921	Anorthosite	268.7399	SO-CMD-NORTH	g	i	AX12-5	AX12
Yiming Zhang	306.1	0	12.9	128.7	This study	-66	Intrusive:Igneous	Not Specified	0	47.2921	Anorthosite	268.7399	SO-CMD-NORTH	g	i	AX12-6	AX12
Yiming Zhang	331.1	0	12.9	128.7	This study	-92	Intrusive:Igneous	Not Specified	0	47.2921	Anorthosite	268.7399	SO-CMD-NORTH	g	i	AX12-7	AX12
