tab	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
Yiming Zhang	This study		1.0	297.4	10.6	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-26 14:34:24	9.63e-07	5.37e-09	4.0299999999999995e-09	1.66e-08	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-314	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	314	BD2-1b	u	0	2.9999999999999997e-05	0.0	-90.0	17	748
Yiming Zhang	This study		0.5	303.3	-18.0	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-27 12:07:48	9.79e-07	3.58e-09	3.09e-09	7.95e-09	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-315	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	315	BD2-1b	u	0	2.9999999999999997e-05	0.0	-90.0	18	773
Yiming Zhang	This study		0.4	294.6	56.0	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-27 16:05:09	1.43e-06	3.17e-09	6.93e-09	9.4e-09	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-316	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	316	BD2-1b	u	0	0.0	0.0	-90.0	19	773
Yiming Zhang	This study		0.4	298.8	56.9	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-28 15:44:10	1.37e-06	3.4000000000000003e-09	6.29e-09	7.7e-09	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-317	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	317	BD2-1b	u	0	0.0	0.0	-90.0	20	793
Yiming Zhang	This study		0.4	300.9	-46.1	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-29 14:17:33	1.23e-06	5.649999999999999e-09	1.32e-09	6.57e-09	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-318	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	318	BD2-1b	u	0	2.9999999999999997e-05	0.0	-90.0	21	748
Yiming Zhang	This study		0.3	302.9	-61.3	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-30 10:39:59	1.62e-06	5.4e-09	4.3e-09	5.44e-09	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-319	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	319	BD2-1b	u	0	2.9999999999999997e-05	0.0	-90.0	22	793
Yiming Zhang	This study		0.3	305.5	-63.6	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-30 14:33:16	1.79e-06	6.949999999999999e-09	6e-09	5.649999999999999e-09	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-320	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	320	BD2-1b	u	0	2.9999999999999997e-05	0.0	-90.0	23	803
Yiming Zhang	This study		0.3	298.3	51.6	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-30 20:50:14	1.11e-06	4.4799999999999994e-09	2.5600000000000003e-09	5.2e-09	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-321	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	321	BD2-1b	u	0	0.0	0.0	-90.0	24	803
Yiming Zhang	This study		0.3	294.8	54.2	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-01 09:54:12	1.1e-06	3.5700000000000003e-09	2.8100000000000004e-09	4.54e-09	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-322	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	322	BD2-1b	u	0	0.0	0.0	-90.0	25	813
Yiming Zhang	This study		0.4	307.9	-66.1	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-01 13:21:44	1.89e-06	7.11e-09	9.24e-09	6.29e-09	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-323	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	323	BD2-1b	u	0	2.9999999999999997e-05	0.0	-90.0	26	793
Yiming Zhang	This study		0.4	314.8	-71.5	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-01 17:17:16	2.26e-06	8.8e-09	1.05e-08	5.93e-09	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-324	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	324	BD2-1b	u	0	2.9999999999999997e-05	0.0	-90.0	27	813
Yiming Zhang	This study		0.3	315.1	-76.0	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-02 12:47:41	2.52e-06	8.87e-09	1.14e-08	5.420000000000001e-09	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-325	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	325	BD2-1b	u	0	2.9999999999999997e-05	0.0	-90.0	28	823
Yiming Zhang	This study		0.3	293.0	45.9	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-02 17:18:39	7.37e-07	7.88e-10	1.7000000000000001e-09	4.11e-09	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-326	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	326	BD2-1b	u	0	0.0	0.0	-90.0	29	823
Yiming Zhang	This study		0.3	292.6	50.0	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-03 10:53:30	7.74e-07	1.4099999999999999e-09	1.6899999999999997e-09	4.0999999999999995e-09	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-327	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	327	BD2-1b	u	0	0.0	0.0	-90.0	30	826
Yiming Zhang	This study		0.4	313.2	-73.0	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-03 14:21:04	2.26e-06	8.809999999999999e-09	1.02e-08	5.07e-09	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-328	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	328	BD2-1b	u	0	2.9999999999999997e-05	0.0	-90.0	31	813
Yiming Zhang	This study		0.3	313.2	-77.5	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-14 15:16:38	2.72e-06	1.05e-08	1.22e-08	5.44e-09	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-329	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	329	BD2-1b	u	0	2.9999999999999997e-05	0.0	-90.0	32	826
Yiming Zhang	This study		0.3	322.4	-80.1	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-18 14:11:59	2.83e-06	1.08e-08	1.02e-08	5.2900000000000006e-09	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-330	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	330	BD2-1b	u	0	2.9999999999999997e-05	0.0	-90.0	33	829
Yiming Zhang	This study		0.3	292.4	36.9	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-19 10:39:15	5.44e-07	1.11e-09	8.599999999999999e-10	3.3899999999999997e-09	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-331	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	331	BD2-1b	u	0	0.0	0.0	-90.0	34	829
Yiming Zhang	This study		0.3	292.5	45.9	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-19 14:04:11	6.12e-07	1.6399999999999997e-09	1.3e-09	3.16e-09	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-332	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	332	BD2-1b	u	0	0.0	0.0	-90.0	35	832
Yiming Zhang	This study		0.3	322.8	-79.3	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-20 10:35:27	2.66e-06	1e-08	9.84e-09	4.95e-09	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-333	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	333	BD2-1b	u	0	2.9999999999999997e-05	0.0	-90.0	36	826
Yiming Zhang	This study		0.3	333.2	-80.2	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-20 14:49:28	2.87e-06	1.02e-08	1e-08	5.489999999999999e-09	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-334	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	334	BD2-1b	u	0	2.9999999999999997e-05	0.0	-90.0	37	832
Yiming Zhang	This study		0.3	318.9	-78.4	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-21 08:32:12	2.84e-06	1.02e-08	1.04e-08	5.13e-09	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-335	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	335	BD2-1b	u	0	2.9999999999999997e-05	0.0	-90.0	38	835
Yiming Zhang	This study		0.4	294.9	42.3	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-21 12:18:35	5.22e-07	2.43e-09	1.59e-09	2.8899999999999997e-09	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-336	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	336	BD2-1b	u	0	0.0	0.0	-90.0	39	835
Yiming Zhang	This study		0.4	292.1	46.2	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-21 15:23:29	5.29e-07	2.0600000000000003e-09	1.56e-09	2.7600000000000004e-09	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-337	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	337	BD2-1b	u	0	0.0	0.0	-90.0	40	838
Yiming Zhang	This study		0.3	333.7	-81.3	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-22 10:26:47	2.66e-06	9.86e-09	9.33e-09	4.870000000000001e-09	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-338	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	338	BD2-1b	u	0	2.9999999999999997e-05	0.0	-90.0	41	832
Yiming Zhang	This study		0.3	322.8	-81.4	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-22 14:26:38	2.93e-06	1.1499999999999999e-08	1.1000000000000001e-08	4.28e-09	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-339	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	339	BD2-1b	u	0	2.9999999999999997e-05	0.0	-90.0	42	838
Yiming Zhang	This study		0.3	335.5	-83.7	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-23 11:50:46	3.21e-06	1.25e-08	1.2e-08	3.74e-09	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-340	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	340	BD2-1b	u	0	2.9999999999999997e-05	0.0	-90.0	43	843
Yiming Zhang	This study		0.4	293.0	25.9	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-23 15:43:49	3.47e-07	2.9000000000000003e-10	7.67e-10	2.27e-09	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-341	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	341	BD2-1b	u	0	0.0	0.0	-90.0	44	843
Yiming Zhang	This study		0.4	297.1	45.1	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-24 10:41:04	4.0799999999999995e-07	1.7300000000000002e-09	1.3900000000000002e-09	2.07e-09	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-342	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	342	BD2-1b	u	0	0.0	0.0	-90.0	45	848
Yiming Zhang	This study		0.3	332.5	-82.9	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-24 14:33:11	2.97e-06	1.22e-08	1.1699999999999999e-08	5.37e-09	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-343	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	343	BD2-1b	u	0	2.9999999999999997e-05	0.0	-90.0	46	838
Yiming Zhang	This study		0.3	333.4	-84.4	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-25 14:10:05	3.31e-06	1.4e-08	1.38e-08	3.8200000000000005e-09	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-344	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	344	BD2-1b	u	0	2.9999999999999997e-05	0.0	-90.0	47	848
Yiming Zhang	This study		0.3	345.8	-85.7	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-26 12:11:44	3.61e-06	1.4499999999999999e-08	1.44e-08	4.51e-09	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-345	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	345	BD2-1b	u	0	2.9999999999999997e-05	0.0	-90.0	48	853
Yiming Zhang	This study		0.4	291.5	29.6	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-26 15:44:20	2.55e-07	7.320000000000001e-10	5.35e-10	1.6e-09	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-346	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	346	BD2-1b	u	0	0.0	0.0	-90.0	49	853
Yiming Zhang	This study		0.3	289.3	39.0	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-27 12:27:09	2.58e-07	5.44e-10	6.54e-10	1.3800000000000002e-09	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-347	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	347	BD2-1b	u	0	0.0	0.0	-90.0	50	858
Yiming Zhang	This study		0.3	0.3	-85.6	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-28 08:21:04	3.33e-06	1.27e-08	1.26e-08	3.14e-09	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-348	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	348	BD2-1b	u	0	2.9999999999999997e-05	0.0	-90.0	51	848
Yiming Zhang	This study		0.3	20.9	-86.0	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-30 12:29:21	3.52e-06	1.4299999999999999e-08	1.46e-08	2.4e-09	4	273	BD2-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-349	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	349	BD2-1b	u	0	2.9999999999999997e-05	0.0	-90.0	52	858
Yiming Zhang	This study		0.3	236.1	27.4	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-18 16:26:16	4.39e-06	6.790000000000001e-09	9.46e-09	3.15e-08	4	273	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-350	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	350	BD2-2b	u	0	0.0	0.0	-90.0	0	273
Yiming Zhang	This study		0.3	235.2	27.5	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-19 09:51:55	4.32e-06	2.1e-08	1.49e-08	3.14e-08	4	273	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-351	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	351	BD2-2b	u	0	0.0	0.0	-90.0	1	373
Yiming Zhang	This study		0.4	242.7	25.9	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-19 14:40:55	4.23e-06	2.12e-08	1.25e-08	3.1e-08	4	273	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-352	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	352	BD2-2b	u	0	2.9999999999999997e-05	0.0	-90.0	2	373
Yiming Zhang	This study		0.5	246.0	20.7	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-20 09:54:48	3.88e-06	2.44e-08	7.16e-09	2.94e-08	4	273	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-353	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	353	BD2-2b	u	0	2.9999999999999997e-05	0.0	-90.0	3	473
Yiming Zhang	This study		0.4	244.5	25.8	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-20 13:03:26	4.02e-06	1.92e-08	8.25e-09	3.07e-08	4	273	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-354	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	354	BD2-2b	u	0	0.0	0.0	-90.0	4	473
Yiming Zhang	This study		0.5	242.9	27.2	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-20 16:56:14	3.56e-06	2.52e-08	6.3e-09	2.67e-08	4	273	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-355	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	355	BD2-2b	u	0	0.0	0.0	-90.0	5	573
Yiming Zhang	This study		0.5	248.7	25.5	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-21 11:28:05	3.53e-06	2.84e-08	4.4799999999999994e-09	2.7799999999999997e-08	4	273	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-356	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	356	BD2-2b	u	0	2.9999999999999997e-05	0.0	-90.0	6	373
Yiming Zhang	This study		0.6	246.2	15.4	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-21 14:46:34	3.26e-06	1.58e-08	1.1499999999999999e-08	2.56e-08	4	273	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-357	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	357	BD2-2b	u	0	2.9999999999999997e-05	0.0	-90.0	7	573
Yiming Zhang	This study		0.6	243.3	1.1	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-22 12:00:09	2.63e-06	2.41e-08	6.3e-09	2.0699999999999997e-08	4	273	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-358	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	358	BD2-2b	u	0	2.9999999999999997e-05	0.0	-90.0	8	673
Yiming Zhang	This study		0.5	245.5	23.0	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-22 14:38:15	2.74e-06	1.67e-08	4.970000000000001e-09	2.08e-08	4	273	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-359	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	359	BD2-2b	u	0	0.0	0.0	-90.0	9	673
Yiming Zhang	This study		0.6	243.7	25.2	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-23 10:35:12	2.62e-06	1.86e-08	7.970000000000001e-09	1.95e-08	4	273	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-360	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	360	BD2-2b	u	0	0.0	0.0	-90.0	10	698
Yiming Zhang	This study		0.6	248.9	7.9	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-23 13:38:44	2.42e-06	1.65e-08	7.83e-09	1.8e-08	4	273	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-361	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	361	BD2-2b	u	0	2.9999999999999997e-05	0.0	-90.0	11	573
Yiming Zhang	This study		0.6	247.6	-0.2	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-24 01:29:36	2.37e-06	1.24e-08	9.420000000000001e-09	1.77e-08	4	273	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-362	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	362	BD2-2b	u	0	2.9999999999999997e-05	0.0	-90.0	12	698
Yiming Zhang	This study		0.6	249.1	-5.5	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-24 11:30:03	2.3e-06	1.73e-08	9.690000000000001e-09	1.62e-08	4	273	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-363	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	363	BD2-2b	u	0	2.9999999999999997e-05	0.0	-90.0	13	723
Yiming Zhang	This study		0.6	250.7	20.7	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-25 12:13:13	2.37e-06	7e-09	1.18e-08	1.96e-08	4	273	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-364	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	364	BD2-2b	u	0	0.0	0.0	-90.0	14	723
